HCPCS_CODE,Description,B0_const,B1_time,B2_level,B3_slope,p_const,p_time,p_level,p_slope,ci_const_low,ci_const_high,ci_time_low,ci_time_high,ci_level_low,ci_level_high,ci_slope_low,ci_slope_high,R_squared,N_obs
85270,Clotting factors (selective use),38.6334,2.7342,-12.9381,-1.5266,8.06E-13,2.26E-18,0.2063,0.0007,28.0583,49.2086,2.1213,3.3471,-33.0042,7.1281,-2.4062,-0.6470,0.6890,75
29826,Arthroscopic shoulder surgical procedure for subacromial decompression,11.7408,1.1230,22.9653,-2.6929,0.1551,0.0296,0.2407,0.0002,-4.4448,27.9264,0.1113,2.1348,-15.3979,61.3284,-4.0940,-1.2917,0.2228,59
85576,Platelet function assay (PFA-100/200),622.6462,11.8373,115.6698,-8.6458,1.05E-39,2.02E-05,0.2432,0.0423,530.1007,715.1917,6.3939,17.2807,-78.5841,309.9238,-16.9927,-0.2989,0.5496,75
92588,"Distortion product otoacoustic emissions, comprehensive diagnostic evaluation",8848.9044,-54.1072,569.2397,112.9682,4.88E-90,0.0065,0.2543,9.87E-06,7986.9233,9710.8855,-93.0649,-15.1495,-409.4524,1547.9317,62.8747,163.0618,0.3018,75
95922,"Vasomotor adrenergic function (e.g., BP response to Valsalva or tilt)",97.9084,14.9017,-64.4731,-26.6545,0.0119,3.79E-17,0.2702,3.47E-29,21.5728,174.2439,11.4326,18.3708,-179.0780,50.1318,-31.3130,-21.9960,0.6540,75
95912,Nerve conduction studies (depending on number of nerves tested),2174.4624,-10.5415,143.7568,29.6718,7.79E-179,0.0020,0.2837,6.91E-07,2024.9982,2323.9266,-17.2427,-3.8402,-119.0858,406.5995,17.9560,41.3877,0.3811,75
82542,Prostaglandin D2 (lab-dependent methodology),13762.3555,-88.4185,-1177.5481,94.2758,5.58E-118,0.0387,0.3431,0.0415,12594.2543,14930.4568,-172.2597,-4.5772,-3611.8015,1256.7053,3.6413,184.9104,0.4567,75
86357,NK cells,2456.2323,34.4232,178.5958,-27.7630,5.75E-110,2.70E-07,0.3634,0.0021,2240.1605,2672.3041,21.3059,47.5405,-206.5163,563.7079,-45.4366,-10.0895,0.6695,75
27786,Closed treatment of distal fibular fracture; without manipulation,67.1162,-1.1873,13.4025,1.9941,5.48E-07,0.0573,0.3899,0.0079,40.8521,93.3802,-2.4117,0.0370,-17.1502,43.9552,0.5236,3.4646,0.1243,67
11106,"Incisional skin biopsy, single lesion",184.1221,10.6772,61.3821,-14.4185,3.60E-17,7.39E-09,0.3925,1.87E-05,141.2898,226.9544,7.0578,14.2966,-79.3116,202.0758,-21.0213,-7.8156,0.2203,63
62270,lumbar puncture,399.2085,-9.0235,-25.2584,7.7683,3.30E-26,1.12E-07,0.4242,6.02E-06,325.3282,473.0888,-12.3563,-5.6906,-87.2014,36.6846,4.4040,11.1326,0.8282,67
85730,aPTT,186325.1753,1478.7745,6297.0496,-2231.8476,0.0000,7.37E-17,0.4357,1.36E-12,178458.4800,194191.8705,1131.2888,1826.2603,-9538.0807,22132.1798,-2848.9482,-1614.7470,0.5007,75
86317,N-protein,19576.3148,85.5330,-839.9753,343.5614,3.33E-229,0.0055,0.4631,3.43E-10,18389.2667,20763.3629,25.1328,145.9332,-3083.6816,1403.7310,236.3053,450.8175,0.8581,75
11104,"Punch skin biopsy, single lesion",1324.6106,-8.4105,75.6030,7.8851,1.22E-130,0.0177,0.4763,0.0972,1217.8574,1431.3638,-15.3604,-1.4605,-132.4491,283.6551,-1.4323,17.2024,0.0324,63
95924,Combined assessment of the autonomic nervous system,773.5721,-3.4879,-36.4768,8.3974,1.20E-31,0.1824,0.4905,0.0060,644.0413,903.1028,-8.6152,1.6393,-140.1645,67.2109,2.4080,14.3868,0.1263,75
75565,Cardiac MRI,122.5028,0.8040,18.5306,2.7194,4.44E-20,0.2264,0.5033,0.0113,96.3387,148.6668,-0.4986,2.1066,-35.7371,72.7983,0.6163,4.8226,0.5393,75
Agg_neurobehavioral,,1624.0394,47.7262,164.7946,-34.8033,1.55E-19,3.80E-07,0.5627,0.0013,1271.9763,1976.1024,29.3070,66.1455,-393.2520,722.8412,-55.9862,-13.6204,0.6334,75
86355,T cells (CD3),2938.6735,40.5898,124.7618,-23.8259,1.83E-98,1.37E-06,0.6009,0.0309,2665.1903,3212.1567,24.1180,57.0615,-342.6336,592.1572,-45.4658,-2.1859,0.6800,75
96132," Neuropsychological testing evaluation services, first hour. ",3479.5766,17.7441,127.5223,102.1906,9.03E-58,0.2144,0.6129,2.24E-10,3053.9110,3905.2421,-10.2690,45.7572,-366.4624,621.5071,70.6176,133.7635,0.8988,63
85260,Clotting factors (selective use),13.1503,0.2404,3.0600,-0.6964,0.0048,0.4268,0.6524,0.0346,4.0056,22.2949,-0.3525,0.8333,-10.2542,16.3741,-1.3423,-0.0505,0.1630,51
96133," Neuropsychological testing evaluation services, each additional hour. ",2364.3737,-15.0253,-81.6207,82.8347,2.80E-54,0.1161,0.6611,1.33E-11,2065.6645,2663.0830,-33.7688,3.7181,-446.5138,283.2723,58.8369,106.8324,0.7489,63
85244,Clotting factors (selective use),70.8546,0.9304,4.8572,1.3236,4.02E-20,0.0046,0.6643,0.0043,55.7390,85.9701,0.2872,1.5736,-17.0789,26.7933,0.4157,2.2316,0.7346,75
28470,Closed treatment of metatarsal fracture; without manipulation,25.3404,0.2072,3.6785,0.7602,0.0002,0.6242,0.7592,0.1667,11.8240,38.8567,-0.6218,1.0362,-19.8446,27.2016,-0.3172,1.8376,0.3426,67
94762,"Pulse oximetry (spot / overnight, sometimes used adjunctively)",4200.0129,-31.0245,-145.0118,34.4485,1.42E-51,0.0897,0.7650,0.0855,3655.1625,4744.8633,-66.8592,4.8103,-1095.8601,805.8365,-4.8199,73.7169,0.2519,75
92553,Tympanometry and acoustic reflex threshold measurements,1799.4603,17.2091,56.7174,-1.5589,4.86E-69,0.0011,0.7871,0.8703,1598.6294,2000.2911,6.8799,27.5384,-354.8041,468.2388,-20.2787,17.1609,0.4066,75
92625,comprehensive tinnitus assessment,57.8053,-0.1796,-6.4396,4.1636,2.49E-23,0.5331,0.8028,0.0416,46.4202,69.1905,-0.7442,0.3851,-56.9800,44.1008,0.1583,8.1689,0.2659,75
96139," Psychological or neuropsychological test administration and scoring by technician, each additional 30 minutes. ",2152.4087,-6.8553,-46.5676,63.1476,2.91E-108,0.3939,0.8157,1.19E-08,1961.5525,2343.2649,-22.6158,8.9051,-438.2136,345.0785,41.4405,84.8547,0.7123,63
93040,"Rhythm ECG (limited, interpretation dependent)",3378.0741,-6.7494,41.2540,10.6618,4.61E-163,0.3317,0.8344,0.2398,3134.7713,3621.3768,-20.3776,6.8787,-345.4665,427.9745,-7.1156,28.4393,0.0177,75
86360,CD4/CD8 subsets,16422.3693,127.5698,-166.6602,-148.4905,5.26E-213,1.64E-05,0.8390,3.31E-05,15389.0314,17455.7073,69.5490,185.5905,-1774.6130,1441.2925,-218.6062,-78.3747,0.3281,75
29827,Arthroscopic shoulder rotator cuff repair,1.7920,0.7375,2.3087,-1.1630,0.7659,0.0207,0.8445,0.0138,-10.0048,13.5888,0.1129,1.3620,-20.7549,25.3723,-2.0891,-0.2369,0.1137,44
85250,Clotting factors (selective use),59.5003,2.1284,-2.1905,2.1720,2.09E-39,1.03E-22,0.8561,8.50E-05,50.6216,68.3790,1.7031,2.5537,-25.8617,21.4807,1.0888,3.2552,0.8136,75
96127," Brief emotional/behavioral assessment, per standardized instrument, with scoring and documentation. ",149097.7078,5606.2088,3567.4631,-1282.6675,6.25E-56,9.49E-21,0.8863,0.2183,130550.7203,167644.6952,4429.9688,6782.4489,-45346.5425,52481.4687,-3324.8983,759.5634,0.8115,75
92552,Pure tone audiogram,61318.6101,1035.3203,-1007.5073,-1241.0980,3.10E-26,0.0005,0.9175,0.0040,49976.7073,72660.5128,455.9809,1614.6597,-20073.4501,18058.4355,-2086.9014,-395.2946,0.2126,75
75574,Cardiac CTA,261.5799,16.4551,-4.0632,37.4710,1.48E-36,2.32E-41,0.9629,3.28E-21,220.9812,302.1786,14.0610,18.8493,-175.4369,167.3104,29.7022,45.2397,0.9313,75
86161,C4,241.7682,7.6205,-1.4668,-4.3412,6.04E-30,5.14E-07,0.9737,0.0102,200.0844,283.4521,4.6459,10.5951,-88.8068,85.8733,-7.6530,-1.0294,0.7184,75
